0,1,2,3,4,5,6,7,8,9
MasterCard: Debit/Credit in EUR,"11.642,00 €",Austria,Bath Spa,GBP,EUR,11642,"11,210.54",0.038486995,0
American Express in EUR,"11.642,00 €",Austria,Bath Spa,GBP,EUR,11642,"11,210.54",0.038486995,0
PayPal in EUR,"11.755,00 €",Austria,Bath Spa,GBP,EUR,11755,"11,210.54",0.048566795,0
Online Bank Transfer,"11.531,00 €",Austria,Bath Spa,GBP,EUR,11531,"11,210.54",0.028585599,0
International Bank Transfer in British Pounds (GBP),"£10,023.00",Austria,Bath Spa,GBP,GBP,10023,10000,0,23
International Bank Transfer in US Dollars (USD),"$13,369.00",Austria,Bath Spa,GBP,USD,13369,"13,128.86",0.018291002,0
MasterCard: Debit/Credit in AZN,"ман23,487.00",Azerbaijan,Bath Spa,GBP,AZN,23487,"22,283.40",0.054013301,0
VISA: Debit/Credit in AZN,"ман23,487.00",Azerbaijan,Bath Spa,GBP,AZN,23487,"22,283.40",0.054013301,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Azerbaijan,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,371.00",Azerbaijan,Bath Spa,GBP,USD,13371,"13,128.86",0.018443338,0
MasterCard: Debit/Credit in BSD,"$13,839.00",Bahamas,Bath Spa,GBP,BSD,13839,"13,134.33",0.053651005,0
VISA: Debit/Credit in BSD,"$13,839.00",Bahamas,Bath Spa,GBP,BSD,13839,"13,134.33",0.053651005,0
International Bank Transfer in US Dollars (USD),"$13,370.00",Bahamas,Bath Spa,GBP,USD,13370,"13,128.86",0.01836717,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Bahamas,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in Canadian Dollars (CAD),"$17,490.00",Bahamas,Bath Spa,GBP,CAD,17490,"17,155.26",0.019512383,0
MasterCard: Debit/Credit in BHD,"ب.د5,204.000",Bahrain,Bath Spa,GBP,BHD,5204,"4,938.76",0.053705788,0
Visa: Debit/Credit in BHD,"ب.د5,204.000",Bahrain,Bath Spa,GBP,BHD,5204,"4,938.76",0.053705788,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Bahrain,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,371.00",Bahrain,Bath Spa,GBP,USD,13371,"13,128.86",0.018443338,0
VISA: Debit/Credit in BDT,"৳1,161,450.00",Bangladesh,Bath Spa,GBP,BDT,1161450,"11,02,436.35",0.053530211,0
MasterCard: Debit/Credit in BDT,"৳1,161,450.00",Bangladesh,Bath Spa,GBP,BDT,1161450,"11,02,436.35",0.053530211,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Bangladesh,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,370.00",Bangladesh,Bath Spa,GBP,USD,13370,"13,128.86",0.01836717,0
VISA: Debit/Credit in BBD,"27,682.00 $",Barbados,Bath Spa,GBP,BBD,27682,"26,272.52",0.053648451,0
MasterCard: Debit/Credit in BBD,"27,682.00 $",Barbados,Bath Spa,GBP,BBD,27682,"26,272.52",0.053648451,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Barbados,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in Canadian Dollars (CAD),"$17,489.00",Barbados,Bath Spa,GBP,CAD,17489,"17,156.97",0.019352485,0
International Bank Transfer in US Dollars (USD),"$13,370.00",Barbados,Bath Spa,GBP,USD,13370,"13,128.86",0.01836717,0
VISA: Debit/Credit in USD,"$13,839.00",Belarus,Bath Spa,GBP,USD,13839,"13,128.86",0.054089997,0
MasterCard: Debit/Credit in USD,"$13,839.00",Belarus,Bath Spa,GBP,USD,13839,"13,128.86",0.054089997,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Belarus,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in EUR,"11.641,00 €",Belarus,Bath Spa,GBP,EUR,11641,"11,210.54",0.038397794,0
MasterCard: Debit/Credit in EUR,"11.641,00 €",Belarus,Bath Spa,GBP,EUR,11641,"11,210.54",0.038397794,0
International Bank Transfer in US Dollars (USD),"$13,367.00",Belarus,Bath Spa,GBP,USD,13367,"13,128.86",0.018138666,0
Domestic Bank Transfer in Euros (EUR),"11.531,00 €",Belgium,Bath Spa,GBP,EUR,11531,"11,210.54",0.028585599,0
VISA: Debit/Credit in EUR,"11.642,00 €",Belgium,Bath Spa,GBP,EUR,11642,"11,210.54",0.038486995,0
MasterCard: Debit/Credit in EUR,"11.642,00 €",Belgium,Bath Spa,GBP,EUR,11642,"11,210.54",0.038486995,0
American Express in EUR,"11.642,00 €",Belgium,Bath Spa,GBP,EUR,11642,"11,210.54",0.038486995,0
PayPal in EUR,"11.754,00 €",Belgium,Bath Spa,GBP,EUR,11754,"11,210.54",0.048477593,0
Online Bank Transfer,"11.531,00 €",Belgium,Bath Spa,GBP,EUR,11531,"11,210.54",0.028585599,0
International Bank Transfer in British Pounds (GBP),"£10,023.00",Belgium,Bath Spa,GBP,GBP,10023,10000,0,23
International Bank Transfer in US Dollars (USD),"$13,369.00",Belgium,Bath Spa,GBP,USD,13369,"13,128.86",0.018291002,0
Debit/Credit Card in BTN,"1,004,560.00 Nu",Bhutan,Bath Spa,GBP,BTN,1004560,"9,53,216.54",0.053863375,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Bhutan,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,370.00",Bhutan,Bath Spa,GBP,USD,13370,"13,128.86",0.01836717,0
VISA: Debit/Credit in BOB,"Bs95,625.00",Bolivia,Bath Spa,GBP,BOB,95625,"90,775.14",0.053427183,0
Mastercard: Debit/Credit in BOB,"Bs95,625.00",Bolivia,Bath Spa,GBP,BOB,95625,"90,775.14",0.053427183,0
International Bank Transfer in US Dollars (USD),"$13,370.00",Bolivia,Bath Spa,GBP,USD,13370,"13,128.86",0.01836717,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Bolivia,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in USD,"$13,769.00",Bolivia,Bath Spa,GBP,USD,13769,"13,128.86",0.048758232,0
MasterCard: Debit/Credit in USD,"$13,769.00",Bolivia,Bath Spa,GBP,USD,13769,"13,128.86",0.048758232,0
VISA: Debit/Credit in BAM,"23,110.00 KM",Bosnia and Herzegovina,Bath Spa,GBP,BAM,23110,"21,932.34",0.053695137,0
MasterCard: Debit/Credit in BAM,"23,110.00 KM",Bosnia and Herzegovina,Bath Spa,GBP,BAM,23110,"21,932.34",0.053695137,0
International Bank Transfer in US Dollars (USD),"$13,371.00",Bosnia and Herzegovina,Bath Spa,GBP,USD,13371,"13,128.86",0.018443338,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Bosnia and Herzegovina,Bath Spa,GBP,GBP,10000,10000,0,0
Mastercard: Debit/Credit in BWP,"P147,000.00",Botswana,Bath Spa,GBP,BWP,147000,"1,39,424.60",0.05433331,0
VISA: Debit/Credit in BWP,"P147,000.00",Botswana,Bath Spa,GBP,BWP,147000,"1,39,424.60",0.05433331,0
International Bank Transfer in US Dollars (USD),"$13,373.00",Botswana,Bath Spa,GBP,USD,13373,"13,128.86",0.018595674,0
International Bank Transfer in South African Rand (ZAR),"R191,038.00",Botswana,Bath Spa,GBP,ZAR,191038,"1,85,691.19",0.028794096,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Botswana,Bath Spa,GBP,GBP,10000,10000,0,0
Cartão de Crédito/Débito em Reais,"R$59.879,00",Brazil,Bath Spa,GBP,BRL,59879,"52,977.25",0.130277619,0
Boleto,"R$58.881,00",Brazil,Bath Spa,GBP,BRL,58881,"52,977.25",0.111439344,0
Pagamento com Débito em Conta,"R$59.879,00",Brazil,Bath Spa,GBP,BRL,59879,"52,977.25",0.130277619,0
Pagamento Parcelado via Cartão de Crédito em Reais,"R$59.879,00",Brazil,Bath Spa,GBP,BRL,59879,"52,977.25",0.130277619,0
International Bank Transfer in US Dollars (USD),"$13,372.00",Brazil,Bath Spa,GBP,USD,13372,"13,128.86",0.018519506,0
International Bank Transfer in Euros (EUR),"11.532,00 €",Brazil,Bath Spa,GBP,EUR,11532,"11,210.54",0.028674801,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Brazil,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in USD,"$13,771.00",Brazil,Bath Spa,GBP,USD,13771,"13,128.86",0.048910568,0
MasterCard: Debit/Credit in USD,"$13,771.00",Brazil,Bath Spa,GBP,USD,13771,"13,128.86",0.048910568,0
VISA: Debit/Credit in BND,"$18,900.00",Brunei Darussalam,Bath Spa,GBP,BND,18900,"17,924.97",0.05439507,0
MasterCard: Debit/Credit in BND,"$18,900.00",Brunei Darussalam,Bath Spa,GBP,BND,18900,"17,924.97",0.05439507,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Brunei Darussalam,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,373.00",Brunei Darussalam,Bath Spa,GBP,USD,13373,"13,128.86",0.018595674,0
VISA: Debit/Credit in BGN,"лв23,111.00",Bulgaria,Bath Spa,GBP,BGN,23111,"21,932.92",0.053712866,0
MasterCard: Debit/Credit in BGN,"лв23,111.00",Bulgaria,Bath Spa,GBP,BGN,23111,"21,932.92",0.053712866,0
International Bank Transfer in US Dollars (USD),"$13,379.00",Bulgaria,Bath Spa,GBP,USD,13379,"13,128.86",0.019052682,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Bulgaria,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in Euros (EUR),"11.536,00 €",Bulgaria,Bath Spa,GBP,EUR,11536,"11,210.54",0.029031608,0
American Express in EUR,"11.647,00 €",Bulgaria,Bath Spa,GBP,EUR,11647,"11,210.54",0.038933004,0
Debit/Credit Card in BIF,"24,516,000.00 FBu",Burundi,Bath Spa,GBP,BIF,24516000,"2,32,79,348.97",0.053122234,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Burundi,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,379.00",Burundi,Bath Spa,GBP,USD,13379,"13,128.86",0.019052682,0
Debit/Credit Card in KHR,"56,512,000.00 ៛",Cambodia,Bath Spa,GBP,KHR,56512000,"5,36,29,220.60",0.053753893,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Cambodia,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,375.00",Cambodia,Bath Spa,GBP,USD,13375,"13,128.86",0.01874801,0
MasterCard: Debit/Credit in XAF,"7,752,700.00 Fr",Cameroon,Bath Spa,GBP,XAF,7752700,"73,58,055.70",0.053634318,0
VISA: Debit/Credit in XAF,"7,752,700.00 Fr",Cameroon,Bath Spa,GBP,XAF,7752700,"73,58,055.70",0.053634318,0
International Bank Transfer in US Dollars (USD),"$13,377.00",Cameroon,Bath Spa,GBP,USD,13377,"13,128.86",0.018900346,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Cameroon,Bath Spa,GBP,GBP,10000,10000,0,0
Bank Transfer in Canadian Dollars,"$17,601.00",Canada,Bath Spa,GBP,CAD,17601,"17,164.49",0.025430992,0
VISA: Debit/Credit in CAD,"$17,989.00",Canada,Bath Spa,GBP,CAD,17989,"17,164.49",0.048035799,0
MasterCard: Debit/Credit in CAD,"$17,989.00",Canada,Bath Spa,GBP,CAD,17989,"17,164.49",0.048035799,0
PayPal in CAD,"$17,876.00",Canada,Bath Spa,GBP,CAD,17876,"17,164.49",0.04145244,0
Online Bill Pay,"$17,601.00",Canada,Bath Spa,GBP,CAD,17601,"17,164.49",0.025430992,0
International Bank Transfer in British Pounds (GBP),"£10,023.00",Canada,Bath Spa,GBP,GBP,10023,10000,0,23
International Bank Transfer in US Dollars (USD),"$13,378.00",Canada,Bath Spa,GBP,USD,13378,"13,128.86",0.018976514,0
VISA: Debit/Credit in XAF,"7,753,500.00 Fr",Central African Republic,Bath Spa,GBP,XAF,7753500,"73,57,152.83",0.053872358,0
MasterCard: Debit/Credit in XAF,"7,753,500.00 Fr",Central African Republic,Bath Spa,GBP,XAF,7753500,"73,57,152.83",0.053872358,0
International Bank Transfer in US Dollars (USD),"$13,378.00",Central African Republic,Bath Spa,GBP,USD,13378,"13,128.86",0.018976514,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Central African Republic,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,376.00",Chad,Bath Spa,GBP,USD,13376,"13,128.86",0.018824178,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Chad,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in CLP,$9.184.000,Chile,Bath Spa,GBP,CLP,9184000,"87,23,583.41",0.052778379,0
MasterCard: Debit/Credit in CLP,$9.184.000,Chile,Bath Spa,GBP,CLP,9184000,"87,23,583.41",0.052778379,0
International Bank Transfer in US Dollars (USD),"$13,376.00",Chile,Bath Spa,GBP,USD,13376,"13,128.86",0.018824178,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Chile,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in USD,"$13,775.00",Chile,Bath Spa,GBP,USD,13775,"13,128.86",0.04921524,0
MasterCard: Debit/Credit in USD,"$13,775.00",Chile,Bath Spa,GBP,USD,13775,"13,128.86",0.04921524,0
国内银行间人民币转账-Domestic RMB Transfer 需上传学校出具的付款通知,"CNY91,918.00",China,Bath Spa,GBP,CNY,91918,"90,410.65",0.016672262,0
支付宝-Alipay,"CNY91,918.00",China,Bath Spa,GBP,CNY,91918,"90,410.65",0.016672262,0
银联支付-UnionPay,"CNY91,918.00",China,Bath Spa,GBP,CNY,91918,"90,410.65",0.016672262,0
万事达卡-mastercard（人民币）,"CNY95,400.00",China,Bath Spa,GBP,CNY,95400,"90,410.65",0.055185423,0
维萨卡-VISA（人民币）,"CNY95,400.00",China,Bath Spa,GBP,CNY,95400,"90,410.65",0.055185423,0
International Bank Transfer in British Pounds (GBP),"£10,023.00",China,Bath Spa,GBP,GBP,10023,10000,0,23
MasterCard in USD,"$13,773.00",China,Bath Spa,GBP,USD,13773,"13,128.86",0.049062904,0
VISA in USD,"$13,773.00",China,Bath Spa,GBP,USD,13773,"13,128.86",0.049062904,0
International Bank Transfer in US Dollars (USD),"$13,374.00",China,Bath Spa,GBP,USD,13374,"13,128.86",0.018671842,0
Debit/Credit Card in COP,"COL$41.548.000,00",Colombia,Bath Spa,GBP,COP,41548000,"3,94,22,481.18",0.053916414,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Colombia,Bath Spa,GBP,GBP,10000,10000,0,0
MasterCard: Debit/Credit in USD,"$13,777.00",Colombia,Bath Spa,GBP,USD,13777,"13,128.86",0.049367576,0
VISA: Debit/Credit in USD,"$13,777.00",Colombia,Bath Spa,GBP,USD,13777,"13,128.86",0.049367576,0
International Bank Transfer in US Dollars (USD),"$13,377.00",Colombia,Bath Spa,GBP,USD,13377,"13,128.86",0.018900346,0
VISA: Debit/Credit in XAF,"7,752,700.00 Fr",Congo,Bath Spa,GBP,XAF,7752700,"73,56,759.91",0.053819901,0
MasterCard: Debit/Credit in XAF,"7,752,700.00 Fr",Congo,Bath Spa,GBP,XAF,7752700,"73,56,759.91",0.053819901,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Congo,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,376.00",Congo,Bath Spa,GBP,USD,13376,"13,128.86",0.018824178,0
International Bank Transfer in South African Rand (ZAR),"R190,898.00",Congo,Bath Spa,GBP,ZAR,190898,"1,85,384.09",0.029743167,0
VISA: Debit/Credit in CRC,"₡8.139.200,00",Costa Rica,Bath Spa,GBP,CRC,8139200,"76,14,044.21",0.068971991,0
MasterCard: Debit/Credit in CRC,"₡8.139.200,00",Costa Rica,Bath Spa,GBP,CRC,8139200,"76,14,044.21",0.068971991,0
International Bank Transfer in US Dollars (USD),"$13,377.00",Costa Rica,Bath Spa,GBP,USD,13377,"13,128.86",0.018900346,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Costa Rica,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in USD,"$13,777.00",Costa Rica,Bath Spa,GBP,USD,13777,"13,128.86",0.049367576,0
MasterCard: Debit/Credit in USD,"$13,777.00",Costa Rica,Bath Spa,GBP,USD,13777,"13,128.86",0.049367576,0
Bank Transfer in Croatian Kuna (HRK),"kn86.145,00",Croatia,Bath Spa,GBP,HRK,86145,"83,313.72",0.033983358,0
VISA,"kn87.824,00",Croatia,Bath Spa,GBP,HRK,87824,"83,313.72",0.054136101,0
MasterCard,"kn87.824,00",Croatia,Bath Spa,GBP,HRK,87824,"83,313.72",0.054136101,0
Online Bank Transfer,"kn86.145,00",Croatia,Bath Spa,GBP,HRK,86145,"83,313.72",0.033983358,0
International Bank Transfer in US Dollars (USD),"$13,376.00",Croatia,Bath Spa,GBP,USD,13376,"13,128.86",0.018824178,0
American Express in EUR,"11.645,00 €",Croatia,Bath Spa,GBP,EUR,11645,"11,210.54",0.038754601,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Croatia,Bath Spa,GBP,GBP,10000,10000,0,0
Domestic Bank Transfer in Euros (EUR),"11.535,00 €",Cyprus,Bath Spa,GBP,EUR,11535,"11,210.54",0.028942406,0
VISA: Debit/Credit in EUR,"11.647,00 €",Cyprus,Bath Spa,GBP,EUR,11647,"11,210.54",0.038933004,0
MasterCard: Debit/Credit in EUR,"11.647,00 €",Cyprus,Bath Spa,GBP,EUR,11647,"11,210.54",0.038933004,0
American Express in EUR,"11.647,00 €",Cyprus,Bath Spa,GBP,EUR,11647,"11,210.54",0.038933004,0
PayPal in EUR,"11.759,00 €",Cyprus,Bath Spa,GBP,EUR,11759,"11,210.54",0.048923602,0
Online Bank Transfer,"11.535,00 €",Cyprus,Bath Spa,GBP,EUR,11535,"11,210.54",0.028942406,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Cyprus,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,377.00",Cyprus,Bath Spa,GBP,USD,13377,"13,128.86",0.018900346,0
Bank Transfer from a Czech Koruna (CZK) Account,"Kč297.387,00",Czech Republic,Bath Spa,GBP,CZK,297387,"2,88,446.28",0.030996136,0
VISA: Debit/Credit in CZK,"Kč303.967,00",Czech Republic,Bath Spa,GBP,CZK,303967,"2,88,446.28",0.053808009,0
MasterCard: Debit/Credit in CZK,"Kč303.967,00",Czech Republic,Bath Spa,GBP,CZK,303967,"2,88,446.28",0.053808009,0
Online Bank Transfer,"Kč297.387,00",Czech Republic,Bath Spa,GBP,CZK,297387,"2,88,446.28",0.030996136,0
International Bank Transfer in US Dollars (USD),"$13,376.00",Czech Republic,Bath Spa,GBP,USD,13376,"13,128.86",0.018824178,0
International Bank Transfer in Euros (EUR),"11.535,00 €",Czech Republic,Bath Spa,GBP,EUR,11535,"11,210.54",0.028942406,0
American Express in EUR,"11.646,00 €",Czech Republic,Bath Spa,GBP,EUR,11646,"11,210.54",0.038843802,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Czech Republic,Bath Spa,GBP,GBP,10000,10000,0,0
Domestic Bank Transfer in Danish Krone (DKK),"86.020,00 kr",Denmark,Bath Spa,GBP,DKK,86020,"83,654.36",0.028278741,0
VISA: Debit/Credit in DKK,"86.850,00 kr",Denmark,Bath Spa,GBP,DKK,86850,"83,654.36",0.038200519,0
MasterCard: Debit/Credit in DKK,"86.850,00 kr",Denmark,Bath Spa,GBP,DKK,86850,"83,654.36",0.038200519,0
Online Bank Transfer,"86.020,00 kr",Denmark,Bath Spa,GBP,DKK,86020,"83,654.36",0.028278741,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Denmark,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,376.00",Denmark,Bath Spa,GBP,USD,13376,"13,128.86",0.018824178,0
American Express in EUR,"11.644,00 €",Denmark,Bath Spa,GBP,EUR,11644,"11,210.54",0.038665399,0
VISA: Debit/Credit in DOP,"$690,200.00",Dominican Republic,Bath Spa,GBP,DOP,690200,"6,54,931.58",0.053850541,0
MasterCard: Debit/Credit in DOP,"$690,200.00",Dominican Republic,Bath Spa,GBP,DOP,690200,"6,54,931.58",0.053850541,0
International Bank Transfer in US Dollars (USD),"$13,376.00",Dominican Republic,Bath Spa,GBP,USD,13376,"13,128.86",0.018824178,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Dominican Republic,Bath Spa,GBP,GBP,10000,10000,0,0
VISA: Debit/Credit in USD,"$13,776.00",Dominican Republic,Bath Spa,GBP,USD,13776,"13,128.86",0.049291408,0
MasterCard: Debit/Credit in USD,"$13,776.00",Dominican Republic,Bath Spa,GBP,USD,13776,"13,128.86",0.049291408,0
International Bank Transfer in US Dollars (USD),"$13,374.00",Ecuador,Bath Spa,GBP,USD,13374,"13,128.86",0.018671842,0
VISA: Debit/Credit in USD,"$13,773.00",Ecuador,Bath Spa,GBP,USD,13773,"13,128.86",0.049062904,0
MasterCard: Debit/Credit in USD,"$13,773.00",Ecuador,Bath Spa,GBP,USD,13773,"13,128.86",0.049062904,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Ecuador,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in Canadian Dollars (CAD),"$17,487.00",Ecuador,Bath Spa,GBP,CAD,17487,"17,157.57",0.019200271,0
VISA: Debit/Credit in EGP,"ج.م248,401.00",Egypt,Bath Spa,GBP,EGP,248401,"2,35,731.67",0.053744709,0
MasterCard: Debit/Credit in EGP,"ج.م248,401.00",Egypt,Bath Spa,GBP,EGP,248401,"2,35,731.67",0.053744709,0
International Bank Transfer in US Dollars (USD),"$13,377.00",Egypt,Bath Spa,GBP,USD,13377,"13,128.86",0.018900346,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",Egypt,Bath Spa,GBP,GBP,10000,10000,0,0
International Bank Transfer in US Dollars (USD),"$13,373.00",El Salvador,Bath Spa,GBP,USD,13373,"13,128.86",0.018595674,0
VISA: Debit/Credit in USD,"$13,773.00",El Salvador,Bath Spa,GBP,USD,13773,"13,128.86",0.049062904,0
MasterCard: Debit/Credit in USD,"$13,773.00",El Salvador,Bath Spa,GBP,USD,13773,"13,128.86",0.049062904,0
International Bank Transfer in Mexican Pesos (MXN),"$256,564.00",El Salvador,Bath Spa,GBP,MXN,256564,"2,48,379.67",0.032950885,0
International Bank Transfer in British Pounds (GBP),"£10,000.00",El Salvador,Bath Spa,GBP,GBP,10000,10000,0,0
Domestic Bank Transfer in Euros (EUR),"11.529,00 €",Estonia,Bath Spa,GBP,EUR,11529,"11,210.54",0.028407195,0
VISA: Debit/Credit in EUR,"11.640,00 €",Estonia,Bath Spa,GBP,EUR,11640,"11,210.54",0.038308592,0
MasterCard: Debit/Credit in EUR,"11.640,00 €",Estonia,Bath Spa,GBP,EUR,11640,"11,210.54",0.038308592,0
American Express in EUR,"11.640,00 €",Estonia,Bath Spa,GBP,EUR,11640,"11,210.54",0.038308592,0
