0,1,2,3,4,5,6,7,8,9,,
PayPal in EUR,"11.738,00 €",Estonia,Durham University,GBP,EUR,11738,"11,202.47",0.047804636,0,,
Online Bank Transfer,"11.514,00 €",Estonia,Durham University,GBP,EUR,11514,"11,202.47",0.027809046,0,,
International Bank Transfer in US Dollars (USD),"$13,353.00",Estonia,Durham University,GBP,USD,13353,"13,111.45",0.018422829,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Estonia,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in ETB,"386,280.00 Br",Ethiopia,Durham University,GBP,ETB,386280,"3,66,611.56",0.053649263,0,,
Mastercard: Debit/Credit in ETB,"386,280.00 Br",Ethiopia,Durham University,GBP,ETB,386280,"3,66,611.56",0.053649263,0,,
International Bank Transfer in US Dollars (USD),"$13,354.00",Ethiopia,Durham University,GBP,USD,13354,"13,111.45",0.018499098,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Ethiopia,Durham University,GBP,GBP,10000,10000,0,0,,
MasterCard: Debit/Credit in FJD,"29,391.00 $",Fiji,Durham University,GBP,FJD,29391,"27,891.83",0.053749431,0,,
VISA: Debit/Credit in FJD,"29,391.00 $",Fiji,Durham University,GBP,FJD,29391,"27,891.83",0.053749431,0,,
International Bank Transfer in US Dollars (USD),"$13,355.00",Fiji,Durham University,GBP,USD,13355,"13,111.45",0.018575367,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Fiji,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Euros (EUR),"11.517,00 €",Finland,Durham University,GBP,EUR,11517,"11,202.47",0.028076844,0,,
VISA: Debit/Credit in EUR,"11.628,00 €",Finland,Durham University,GBP,EUR,11628,"11,202.47",0.037985373,0,,
MasterCard: Debit/Credit in EUR,"11.628,00 €",Finland,Durham University,GBP,EUR,11628,"11,202.47",0.037985373,0,,
American Express in EUR,"11.628,00 €",Finland,Durham University,GBP,EUR,11628,"11,202.47",0.037985373,0,,
PayPal in EUR,"11.740,00 €",Finland,Durham University,GBP,EUR,11740,"11,202.47",0.047983168,0,,
Online Bank Transfer,"11.517,00 €",Finland,Durham University,GBP,EUR,11517,"11,202.47",0.028076844,0,,
International Bank Transfer in US Dollars (USD),"$13,357.00",Finland,Durham University,GBP,USD,13357,"13,111.45",0.018727906,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Finland,Durham University,GBP,GBP,10023,10000,0,23,,
Domestic Bank Transfer in Euros (EUR),"11.518,00 €",France,Durham University,GBP,EUR,11518,"11,202.47",0.02816611,0,,
VISA: Debit/Credit in EUR,"11.625,00 €",France,Durham University,GBP,EUR,11625,"11,202.47",0.037717575,0,,
MasterCard: Debit/Credit in EUR,"11.625,00 €",France,Durham University,GBP,EUR,11625,"11,202.47",0.037717575,0,,
American Express in EUR,"11.625,00 €",France,Durham University,GBP,EUR,11625,"11,202.47",0.037717575,0,,
PayPal in EUR,"11.737,00 €",France,Durham University,GBP,EUR,11737,"11,202.47",0.04771537,0,,
International Bank Transfer in US Dollars (USD),"$13,357.00",France,Durham University,GBP,USD,13357,"13,111.45",0.018727906,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",France,Durham University,GBP,GBP,10023,10000,0,23,,
VISA: Debit/Credit in XAF,"7,739,300.00 Fr",Gabon,Durham University,GBP,XAF,7739300,"73,45,422.74",0.053622136,0,,
MasterCard: Debit/Credit in XAF,"7,739,300.00 Fr",Gabon,Durham University,GBP,XAF,7739300,"73,45,422.74",0.053622136,0,,
International Bank Transfer in US Dollars (USD),"$13,357.00",Gabon,Durham University,GBP,USD,13357,"13,111.45",0.018727906,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Gabon,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in GMD,"679,490.00 D",Gambia,Durham University,GBP,GMD,679490,"6,44,898.06",0.053639392,0,,
MasterCard: Debit/Credit in GMD,"679,490.00 D",Gambia,Durham University,GBP,GMD,679490,"6,44,898.06",0.053639392,0,,
International Bank Transfer in US Dollars (USD),"$13,356.00",Gambia,Durham University,GBP,USD,13356,"13,111.45",0.018651637,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Gambia,Durham University,GBP,GBP,10000,10000,0,0,,
VISA,"36,128.00 ლ",Georgia,Durham University,GBP,GEL,36128,"34,288.26",0.053655099,0,,
MasterCard,"36,128.00 ლ",Georgia,Durham University,GBP,GEL,36128,"34,288.26",0.053655099,0,,
International Bank Transfer in US Dollars (USD),"$13,355.00",Georgia,Durham University,GBP,USD,13355,"13,111.45",0.018575367,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Georgia,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in USD,"$13,754.00",Georgia,Durham University,GBP,USD,13754,"13,111.45",0.049006784,0,,
MasterCard: Debit/Credit in USD,"$13,754.00",Georgia,Durham University,GBP,USD,13754,"13,111.45",0.049006784,0,,
Online Bank Transfer,"11.518,00 €",Germany,Durham University,GBP,EUR,11518,"11,202.47",0.02816611,0,,
Domestic Bank Transfer in Euros (EUR),"11.518,00 €",Germany,Durham University,GBP,EUR,11518,"11,202.47",0.02816611,0,,
VISA: Debit/Credit in EUR,"11.629,00 €",Germany,Durham University,GBP,EUR,11629,"11,202.47",0.038074639,0,,
MasterCard: Debit/Credit in EUR,"11.629,00 €",Germany,Durham University,GBP,EUR,11629,"11,202.47",0.038074639,0,,
American Express in EUR,"11.629,00 €",Germany,Durham University,GBP,EUR,11629,"11,202.47",0.038074639,0,,
PayPal in EUR,"11.741,00 €",Germany,Durham University,GBP,EUR,11741,"11,202.47",0.048072434,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Germany,Durham University,GBP,GBP,10023,10000,0,23,,
International Bank Transfer in US Dollars (USD),"$13,354.00",Germany,Durham University,GBP,USD,13354,"13,111.45",0.018499098,0,,
International Bank Transfer in US Dollars (USD),"$13,356.00",Ghana,Durham University,GBP,USD,13356,"13,111.45",0.018651637,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Ghana,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Gibraltar,Durham University,GBP,GBP,10000,10000,0,0,,
Debit/Credit Card in GIP,"£10,538.00",Gibraltar,Durham University,GBP,GIP,10538,"10,000.00",0.0538,0,,
International Bank Transfer in Euros (EUR),"11.518,00 €",Gibraltar,Durham University,GBP,EUR,11518,"11,202.47",0.02816611,0,,
International Bank Transfer in US Dollars (USD),"$13,355.00",Gibraltar,Durham University,GBP,USD,13355,"13,111.45",0.018575367,0,,
Domestic Bank Transfer in Euros (EUR),"11.516,00 €",Greece,Durham University,GBP,EUR,11516,"11,202.47",0.027987578,0,,
VISA: Debit/Credit in EUR,"11.627,00 €",Greece,Durham University,GBP,EUR,11627,"11,202.47",0.037896107,0,,
MasterCard: Debit/Credit in EUR,"11.627,00 €",Greece,Durham University,GBP,EUR,11627,"11,202.47",0.037896107,0,,
American Express in EUR,"11.627,00 €",Greece,Durham University,GBP,EUR,11627,"11,202.47",0.037896107,0,,
PayPal in EUR,"11.739,00 €",Greece,Durham University,GBP,EUR,11739,"11,202.47",0.047893902,0,,
International Bank Transfer in US Dollars (USD),"$13,352.00",Greece,Durham University,GBP,USD,13352,"13,111.45",0.01834656,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Greece,Durham University,GBP,GBP,10023,10000,0,23,,
VISA: Debit/Credit in XCD,"$37,400.00",Grenada,Durham University,GBP,XCD,37400,"35,458.54",0.054752959,0,,
MasterCard: Debit/Credit in XCD,"$37,400.00",Grenada,Durham University,GBP,XCD,37400,"35,458.54",0.054752959,0,,
International Bank Transfer in US Dollars (USD),"$13,350.00",Grenada,Durham University,GBP,USD,13350,"13,111.45",0.018194021,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Grenada,Durham University,GBP,GBP,10000,10000,0,0,,
MasterCard: Debit/Credit in GTQ,"GTQ106,454.00",Guatemala,Durham University,GBP,GTQ,106454,"1,01,070.11",0.053268865,0,,
VISA: Debit/Credit in GTQ,"GTQ106,454.00",Guatemala,Durham University,GBP,GTQ,106454,"1,01,070.11",0.053268865,0,,
International Bank Transfer in US Dollars (USD),"$13,349.00",Guatemala,Durham University,GBP,USD,13349,"13,111.45",0.018117752,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Guatemala,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in USD,"$13,747.00",Guatemala,Durham University,GBP,USD,13747,"13,111.45",0.0484729,0,,
MasterCard: Debit/Credit in USD,"$13,747.00",Guatemala,Durham University,GBP,USD,13747,"13,111.45",0.0484729,0,,
Debit/Credit Card in GNF,"125,098,000.00 FG",Guinea,Durham University,GBP,GNF,125098000,"11,87,17,204.47",0.053747859,0,,
International Bank Transfer in US Dollars (USD),"$13,351.00",Guinea,Durham University,GBP,USD,13351,"13,111.45",0.01827029,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Guinea,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in GYD,"2,887,940.00 G$",Guyana,Durham University,GBP,GYD,2887940,"27,42,282.35",0.053115482,0,,
Mastercard: Debit/Credit in GYD,"2,887,940.00 G$",Guyana,Durham University,GBP,GYD,2887940,"27,42,282.35",0.053115482,0,,
International Bank Transfer in US Dollars (USD),"$13,351.00",Guyana,Durham University,GBP,USD,13351,"13,111.45",0.01827029,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Guyana,Durham University,GBP,GBP,10000,10000,0,0,,
MasterCard: Debit/Credit in HTG,"963,000.00 G",Haiti,Durham University,GBP,HTG,963000,"9,12,845.27",0.054943298,0,,
Visa: Debit/Credit in HTG,"963,000.00 G",Haiti,Durham University,GBP,HTG,963000,"9,12,845.27",0.054943298,0,,
International Bank Transfer in US Dollars (USD),"$13,353.00",Haiti,Durham University,GBP,USD,13353,"13,111.45",0.018422829,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Haiti,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in HNL,"L332,300.00",Honduras,Durham University,GBP,HNL,332300,"3,15,292.17",0.053943078,0,,
MasterCard: Debit/Credit in HNL,"L332,300.00",Honduras,Durham University,GBP,HNL,332300,"3,15,292.17",0.053943078,0,,
International Bank Transfer in US Dollars (USD),"$13,356.00",Honduras,Durham University,GBP,USD,13356,"13,111.45",0.018651637,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Honduras,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in USD,"$13,755.00",Honduras,Durham University,GBP,USD,13755,"13,111.45",0.049083053,0,,
MasterCard: Debit/Credit in USD,"$13,755.00",Honduras,Durham University,GBP,USD,13755,"13,111.45",0.049083053,0,,
Domestic Bank Transfer in Hong Kong Dollars (HKD),"HK$104,070.00",Hong Kong,Durham University,GBP,HKD,104070,"1,02,522.20",0.015097218,0,,
VISA: Debit/Credit in HKD,"HK$107,060.00",Hong Kong,Durham University,GBP,HKD,107060,"1,02,522.20",0.044261633,0,,
MasterCard: Debit/Credit in HKD,"HK$107,060.00",Hong Kong,Durham University,GBP,HKD,107060,"1,02,522.20",0.044261633,0,,
American Express in HKD,"HK$104,070.00",Hong Kong,Durham University,GBP,HKD,104070,"1,02,522.20",0.015097218,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Hong Kong,Durham University,GBP,GBP,10023,10000,0,23,,
Domestic Bank Transfer in Chinese Yuan (CNY),"CNY91,469.00",Hong Kong,Durham University,GBP,CNY,91469,"90,240.98",0.01360823,0,,
Bank Transfer in Japanese Yen (JPY),"¥1,517,200",Hong Kong,Durham University,GBP,JPY,1517200,"14,78,776.59",0.025983242,0,,
International Bank Transfer in US Dollars (USD),"$13,358.00",Hong Kong,Durham University,GBP,USD,13358,"13,111.45",0.018804175,0,,
Bank Transfer from a Hungarian Forint (HUF) Account,"3.746.132,00 Ft",Hungary,Durham University,GBP,HUF,3746132,"36,24,984.57",0.033420123,0,,
VISA: Debit/Credit in HUF,"3.819.160,00 Ft",Hungary,Durham University,GBP,HUF,3819160,"36,24,984.57",0.053565864,0,,
MasterCard: Debit/Credit in HUF,"3.819.160,00 Ft",Hungary,Durham University,GBP,HUF,3819160,"36,24,984.57",0.053565864,0,,
Online Bank Transfer,"3.746.132,00 Ft",Hungary,Durham University,GBP,HUF,3746132,"36,24,984.57",0.033420123,0,,
MasterCard: Debit/Credit in EUR,"11.631,00 €",Hungary,Durham University,GBP,EUR,11631,"11,202.47",0.038253171,0,,
VISA: Debit/Credit in EUR,"11.631,00 €",Hungary,Durham University,GBP,EUR,11631,"11,202.47",0.038253171,0,,
International Bank Transfer in US Dollars (USD),"$13,357.00",Hungary,Durham University,GBP,USD,13357,"13,111.45",0.018727906,0,,
American Express in EUR,"11.631,00 €",Hungary,Durham University,GBP,EUR,11631,"11,202.47",0.038253171,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Hungary,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in ISK,"kr1.523.800,00",Iceland,Durham University,GBP,ISK,1523800,"14,46,108.55",0.053724494,0,,
MasterCard: Debit/Credit in ISK,"kr1.523.800,00",Iceland,Durham University,GBP,ISK,1523800,"14,46,108.55",0.053724494,0,,
International Bank Transfer in US Dollars (USD),"$13,356.00",Iceland,Durham University,GBP,USD,13356,"13,111.45",0.018651637,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Iceland,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Indian Rupees (INR),"₨968,814.00",India,Durham University,GBP,INR,968814,"9,53,312.53",0.016260638,0,,
VISA: Debit/Credit in INR,"₨1,004,545.00",India,Durham University,GBP,INR,1004545,"9,53,312.53",0.053741526,0,,
MasterCard: Debit/Credit in INR,"₨1,004,545.00",India,Durham University,GBP,INR,1004545,"9,53,312.53",0.053741526,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",India,Durham University,GBP,GBP,10023,10000,0,23,,
International Bank Transfer in US Dollars (USD),"$13,356.00",India,Durham University,GBP,USD,13356,"13,111.45",0.018651637,0,,
Domestic Bank Transfer in Indonesian Rupiah (IDR),"Rp199.740.000,00",Indonesia,Durham University,GBP,IDR,199740000,"19,56,99,635.73",0.020645742,0,,
Debit/Credit Card in IDR,"Rp206.260.000,00",Indonesia,Durham University,GBP,IDR,206260000,"19,56,99,635.73",0.053962105,0,,
UnionPay Card in IDR,"Rp202.840.000,00",Indonesia,Durham University,GBP,IDR,202840000,"19,56,99,635.73",0.036486344,0,,
International Bank Transfer in US Dollars (USD),"$13,356.00",Indonesia,Durham University,GBP,USD,13356,"13,111.45",0.018651637,0,,
International Bank Transfer in Euros (EUR),"11.519,00 €",Indonesia,Durham University,GBP,EUR,11519,"11,202.47",0.028255376,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Indonesia,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in US Dollars (USD),"$13,354.00",Iraq,Durham University,GBP,USD,13354,"13,111.45",0.018499098,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Iraq,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Euros (EUR),"11.518,00 €",Ireland,Durham University,GBP,EUR,11518,"11,202.47",0.02816611,0,,
VISA: Debit/Credit in EUR,"11.630,00 €",Ireland,Durham University,GBP,EUR,11630,"11,202.47",0.038163905,0,,
MasterCard: Debit/Credit in EUR,"11.630,00 €",Ireland,Durham University,GBP,EUR,11630,"11,202.47",0.038163905,0,,
American Express in EUR,"11.630,00 €",Ireland,Durham University,GBP,EUR,11630,"11,202.47",0.038163905,0,,
PayPal in EUR,"11.742,00 €",Ireland,Durham University,GBP,EUR,11742,"11,202.47",0.0481617,0,,
Online Bank Transfer,"11.518,00 €",Ireland,Durham University,GBP,EUR,11518,"11,202.47",0.02816611,0,,
International Bank Transfer in US Dollars (USD),"$13,355.00",Ireland,Durham University,GBP,USD,13355,"13,111.45",0.018575367,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Ireland,Durham University,GBP,GBP,10000,10000,0,0,,
Bank Transfer in Israeli Shekels (ILS),"₪48,482.00",Israel,Durham University,GBP,ILS,48482,"47,217.73",0.026775324,0,,
VISA: Debit/Credit in ILS,"₪49,760.00",Israel,Durham University,GBP,ILS,49760,"47,217.73",0.053841428,0,,
MasterCard: Debit/Credit in ILS,"₪49,760.00",Israel,Durham University,GBP,ILS,49760,"47,217.73",0.053841428,0,,
International Bank Transfer in US Dollars (USD),"$13,354.00",Israel,Durham University,GBP,USD,13354,"13,111.45",0.018499098,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Israel,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Euros (EUR),"11.522,00 €",Italy,Durham University,GBP,EUR,11522,"11,202.47",0.028523174,0,,
VISA: Debit/Credit in EUR,"11.633,00 €",Italy,Durham University,GBP,EUR,11633,"11,202.47",0.038431703,0,,
MasterCard: Debit/Credit in EUR,"11.633,00 €",Italy,Durham University,GBP,EUR,11633,"11,202.47",0.038431703,0,,
American Express in EUR,"11.633,00 €",Italy,Durham University,GBP,EUR,11633,"11,202.47",0.038431703,0,,
PayPal in EUR,"11.745,00 €",Italy,Durham University,GBP,EUR,11745,"11,202.47",0.048429498,0,,
Online Bank Transfer,"11.522,00 €",Italy,Durham University,GBP,EUR,11522,"11,202.47",0.028523174,0,,
International Bank Transfer in US Dollars (USD),"$13,355.00",Italy,Durham University,GBP,USD,13355,"13,111.45",0.018575367,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Italy,Durham University,GBP,GBP,10023,10000,0,23,,
VISA: Debit/Credit in JMD,"J$1,886,800.00",Jamaica,Durham University,GBP,JMD,1886800,"17,91,231.99",0.053353229,0,,
MasterCard: Debit/Credit in JMD,"J$1,886,800.00",Jamaica,Durham University,GBP,JMD,1886800,"17,91,231.99",0.053353229,0,,
International Bank Transfer in US Dollars (USD),"$13,356.00",Jamaica,Durham University,GBP,USD,13356,"13,111.45",0.018651637,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Jamaica,Durham University,GBP,GBP,10000,10000,0,0,,
Bank Transfer in Japanese Yen (JPY),"¥1,521,400",Japan,Durham University,GBP,JPY,1521400,"14,79,226.73",0.028510349,0,,
American Express in JPY,"¥1,521,400",Japan,Durham University,GBP,JPY,1521400,"14,79,226.73",0.028510349,0,,
VISA: Debit/Credit in JPY,"¥1,559,000",Japan,Durham University,GBP,JPY,1559000,"14,79,226.73",0.053929035,0,,
MasterCard: Debit/Credit in JPY,"¥1,559,000",Japan,Durham University,GBP,JPY,1559000,"14,79,226.73",0.053929035,0,,
UnionPay Card in JPY,"¥1,533,200",Japan,Durham University,GBP,JPY,1533200,"14,79,226.73",0.03648749,0,,
International Bank Transfer in US Dollars (USD),"$13,356.00",Japan,Durham University,GBP,USD,13356,"13,111.45",0.018651637,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Japan,Durham University,GBP,GBP,10023,10000,0,23,,
VISA: Debit/Credit in JOD,"د.ا9,803.00",Jordan,Durham University,GBP,JOD,9803,"9,303.53",0.053686074,0,,
MasterCard: Debit/Credit in JOD,"د.ا9,803.00",Jordan,Durham University,GBP,JOD,9803,"9,303.53",0.053686074,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Jordan,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in US Dollars (USD),"$13,358.00",Jordan,Durham University,GBP,USD,13358,"13,111.45",0.018804175,0,,
Debit/Credit Card in KZT,"4,986,000.00 KZT",Kazakhstan,Durham University,GBP,KZT,4986000,"47,31,830.49",0.053714838,0,,
UnionPay Card in KZT,"4,903,400.00 KZT",Kazakhstan,Durham University,GBP,KZT,4903400,"47,31,830.49",0.036258592,0,,
International Bank Transfer in US Dollars (USD),"$13,356.00",Kazakhstan,Durham University,GBP,USD,13356,"13,111.45",0.018651637,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Kazakhstan,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in KES,"KSh1,396,985.00",Kenya,Durham University,GBP,KES,1396985,"13,25,807.57",0.053686094,0,,
MasterCard: Debit/Credit in KES,"KSh1,396,985.00",Kenya,Durham University,GBP,KES,1396985,"13,25,807.57",0.053686094,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Kenya,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in US Dollars (USD),"$13,357.00",Kenya,Durham University,GBP,USD,13357,"13,111.45",0.018727906,0,,
Domestic Bank Transfer in South Korean Won,"₩14,856,000.00","Korea, Republic of",Durham University,GBP,KRW,14856000,"1,45,88,826.78",0.018313551,0,,
VISA: Debit/Credit in KRW,"₩15,373,000.00","Korea, Republic of",Durham University,GBP,KRW,15373000,"1,45,88,826.78",0.05375163,0,,
MasterCard: Debit/Credit in KRW,"₩15,373,000.00","Korea, Republic of",Durham University,GBP,KRW,15373000,"1,45,88,826.78",0.05375163,0,,
UnionPay Card in KRW,"₩15,118,000.00","Korea, Republic of",Durham University,GBP,KRW,15118000,"1,45,88,826.78",0.0362725,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00","Korea, Republic of",Durham University,GBP,GBP,10023,10000,0,23,,
International Bank Transfer in US Dollars (USD),"$13,356.00","Korea, Republic of",Durham University,GBP,USD,13356,"13,111.45",0.018651637,0,,
VISA: Debit/Credit in KWD,"د.ك4,187.000",Kuwait,Durham University,GBP,KWD,4187,"3,972.74",0.05393255,0,,
MasterCard: Debit/Credit in KWD,"د.ك4,187.000",Kuwait,Durham University,GBP,KWD,4187,"3,972.74",0.05393255,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Kuwait,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in US Dollars (USD),"$13,354.00",Kuwait,Durham University,GBP,USD,13354,"13,111.45",0.018499098,0,,
Debit/Credit Card in KGS,"954,840.00 лв",Kyrgyzstan,Durham University,GBP,KGS,954840,"9,06,031.70",0.053870411,0,,
International Bank Transfer in US Dollars (USD),"$13,354.00",Kyrgyzstan,Durham University,GBP,USD,13354,"13,111.45",0.018499098,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Kyrgyzstan,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in EUR,"11.633,00 €",Latvia,Durham University,GBP,EUR,11633,"11,202.47",0.038431703,0,,
MasterCard: Debit/Credit in EUR,"11.633,00 €",Latvia,Durham University,GBP,EUR,11633,"11,202.47",0.038431703,0,,
American Express in EUR,"11.633,00 €",Latvia,Durham University,GBP,EUR,11633,"11,202.47",0.038431703,0,,
PayPal in EUR,"11.745,00 €",Latvia,Durham University,GBP,EUR,11745,"11,202.47",0.048429498,0,,
Online Bank Transfer,"11.522,00 €",Latvia,Durham University,GBP,EUR,11522,"11,202.47",0.028523174,0,,
International Bank Transfer in US Dollars (USD),"$13,353.00",Latvia,Durham University,GBP,USD,13353,"13,111.45",0.018422829,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Latvia,Durham University,GBP,GBP,10000,10000,0,0,,
Debit/Credit Card in LBP,"£20,845,577.00",Lebanon,Durham University,GBP,LBP,20845577,"1,97,79,232.32",0.053912339,0,,
International Bank Transfer in US Dollars (USD),"$13,351.00",Lebanon,Durham University,GBP,USD,13351,"13,111.45",0.01827029,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Lebanon,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Euros (EUR),"11.523,00 €",Lithuania,Durham University,GBP,EUR,11523,"11,202.47",0.02861244,0,,
American Express in EUR,"11.634,00 €",Lithuania,Durham University,GBP,EUR,11634,"11,202.47",0.038520969,0,,
PayPal in EUR,"11.746,00 €",Lithuania,Durham University,GBP,EUR,11746,"11,202.47",0.048518764,0,,
Online Bank Transfer,"11.523,00 €",Lithuania,Durham University,GBP,EUR,11523,"11,202.47",0.02861244,0,,
International Bank Transfer in US Dollars (USD),"$13,350.00",Lithuania,Durham University,GBP,USD,13350,"13,111.45",0.018194021,0,,
International Bank Transfer in British Pounds (GBP),"£10,023.00",Lithuania,Durham University,GBP,GBP,10023,10000,0,23,,
International Bank Transfer in US Dollars (USD),"$13,352.00",Madagascar,Durham University,GBP,USD,13352,"13,111.45",0.01834656,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Madagascar,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Malaysian Ringgit (MYR),"RM55,430.00",Malaysia,Durham University,GBP,MYR,55430,"54,309.55",0.02063081,0,,
VISA: Debit/Credit in MYR,"RM57,250.00",Malaysia,Durham University,GBP,MYR,57250,"54,309.55",0.054142411,0,,
MasterCard: Debit/Credit in MYR,"RM57,250.00",Malaysia,Durham University,GBP,MYR,57250,"54,309.55",0.054142411,0,,
UnionPay Card in MYR,"RM56,300.00",Malaysia,Durham University,GBP,MYR,56300,"54,309.55",0.036650092,0,,
International Bank Transfer in US Dollars (USD),"$13,352.00",Malaysia,Durham University,GBP,USD,13352,"13,111.45",0.01834656,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Malaysia,Durham University,GBP,GBP,10000,10000,0,0,,
International Bank Transfer in Euros (EUR),"11.521,00 €",Malaysia,Durham University,GBP,EUR,11521,"11,202.47",0.028433908,0,,
MasterCard: Debit/Credit in MVR,"213,090.00 Rf",Maldives,Durham University,GBP,MVR,213090,"2,02,033.91",0.054723932,0,,
VISA: Debit/Credit in MVR,"213,090.00 Rf",Maldives,Durham University,GBP,MVR,213090,"2,02,033.91",0.054723932,0,,
International Bank Transfer in US Dollars (USD),"$13,353.00",Maldives,Durham University,GBP,USD,13353,"13,111.45",0.018422829,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Maldives,Durham University,GBP,GBP,10000,10000,0,0,,
Domestic Bank Transfer in Euros (EUR),"11.521,00 €",Malta,Durham University,GBP,EUR,11521,"11,202.47",0.028433908,0,,
VISA: Debit/Credit in EUR,"11.632,00 €",Malta,Durham University,GBP,EUR,11632,"11,202.47",0.038342437,0,,
MasterCard: Debit/Credit in EUR,"11.632,00 €",Malta,Durham University,GBP,EUR,11632,"11,202.47",0.038342437,0,,
American Express in EUR,"11.632,00 €",Malta,Durham University,GBP,EUR,11632,"11,202.47",0.038342437,0,,
PayPal in EUR,"11.744,00 €",Malta,Durham University,GBP,EUR,11744,"11,202.47",0.048340232,0,,
Online Bank Transfer,"11.521,00 €",Malta,Durham University,GBP,EUR,11521,"11,202.47",0.028433908,0,,
International Bank Transfer in US Dollars (USD),"$13,352.00",Malta,Durham University,GBP,USD,13352,"13,111.45",0.01834656,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Malta,Durham University,GBP,GBP,10000,10000,0,0,,
VISA: Debit/Credit in MUR,"₨472,726.00",Mauritius,Durham University,GBP,MUR,472726,"4,48,850.27",0.053193084,0,,
MasterCard: Debit/Credit in MUR,"₨472,726.00",Mauritius,Durham University,GBP,MUR,472726,"4,48,850.27",0.053193084,0,,
Bank Transfer in Mauritian Rupee (MUR),"₨457,772.00",Mauritius,Durham University,GBP,MUR,457772,"4,48,850.27",0.019876851,0,,
International Bank Transfer in US Dollars (USD),"$13,354.00",Mauritius,Durham University,GBP,USD,13354,"13,111.45",0.018499098,0,,
International Bank Transfer in British Pounds (GBP),"£10,000.00",Mauritius,Durham University,GBP,GBP,10000,10000,0,0,,
