Debit/Credit Card in AFN,"767,009.00 ?",Afghanistan,University of California - Davis receives
Debit/Credit Card in BSD,"$10,538.00",Bahamas,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Bahamas,University of California - Davis receives
International Bank Transfer in Canadian Dollars (CAD),"$13,647.00",Bahamas,University of California - Davis receives
Debit/Credit Card in BHD,"?.?3,962.100",Bahrain,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Bahrain,University of California - Davis receives
Debit/Credit Card in BDT,"?890,090.00",Bangladesh,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Bangladesh,University of California - Davis receives
Debit/Credit Card in BBD,"21,075.00 $",Barbados,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Barbados,University of California - Davis receives
International Bank Transfer in Canadian Dollars (CAD),"$13,649.00",Barbados,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Belarus,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.591,00 €",Belarus,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.591,00 €",Belarus,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.835,00 €",Belgium,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.920,00 €",Belgium,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.920,00 €",Belgium,University of California - Davis receives
American Express in EUR,"8.920,00 €",Belgium,University of California - Davis receives
PayPal in EUR,"9.006,00 €",Belgium,University of California - Davis receives
Online Bank Transfer,"8.835,00 €",Belgium,University of California - Davis receives
,,Belgium,University of California - Davis receives
Debit/Credit Card in BZD,"$21,200.00",Belize,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Belize,University of California - Davis receives
International Bank Transfer in Mexican Pesos (MXN),"$205,958.00",Belize,University of California - Davis receives
Debit/Credit Card in XOF,"5,938,300.00 CFA",Benin,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Benin,University of California - Davis receives
Debit/Credit Card in BMD,"$10,538.00",Bermuda,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Bermuda,University of California - Davis receives
Debit/Credit Card in BTN,"722,580.00 Nu",Bhutan,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Bhutan,University of California - Davis receives
Debit/Credit Card in BOB,"Bs72,860.00","Bolivia, Plurinational State of",University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Bolivia, Plurinational State of",University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Bonaire, Saint Eustatius and Saba",University of California - Davis receives
,,"Bonaire, Saint Eustatius and Saba",University of California - Davis receives
Debit/Credit Card in BAM,"17,706.00 KM",Bosnia and Herzegovina,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Bosnia and Herzegovina,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.834,00 €",Bosnia and Herzegovina,University of California - Davis receives
Debit/Credit Card in BWP,"P109,100.00",Botswana,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Botswana,University of California - Davis receives
International Bank Transfer in South African Rand (ZAR),"R140,579.00",Botswana,University of California - Davis receives
International Bank Transfer in British Pounds (GBP),"£7,782.00",Botswana,University of California - Davis receives
MasterCard: Debit/Credit in NOK,"kr84.629,00",Bouvet Island,University of California - Davis receives
VISA: Debit/Credit in NOK,"kr84.629,00",Bouvet Island,University of California - Davis receives
International Bank Transfer in Norwegian Krone (NOK),"kr82.338,00",Bouvet Island,University of California - Davis receives
,,Bouvet Island,University of California - Davis receives
Pagamento com Débito em Conta,"R$42.920,00",Brazil,University of California - Davis receives
Cartão de Crédito/Débito em Reais,"R$42.920,00",Brazil,University of California - Davis receives
Boleto,"R$42.205,00",Brazil,University of California - Davis receives
Pagamento Parcelado via Cartão de Crédito em Reais,"R$42.920,00",Brazil,University of California - Davis receives
,,Brazil,University of California - Davis receives
,,Brazil,University of California - Davis receives
,,Brazil,University of California - Davis receives
Debit/Credit Card in BND,"$14,400.00",Brunei Darussalam,University of California - Davis receives
MasterCard: Debit/Credit in SGD,"S$14,289.00",Brunei Darussalam,University of California - Davis receives
VISA: Debit/Credit in SGD,"S$14,289.00",Brunei Darussalam,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Brunei Darussalam,University of California - Davis receives
Debit/Credit Card in BGN,"??17,707.00",Bulgaria,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Bulgaria,University of California - Davis receives
International Bank Transfer in British Pounds (GBP),"£7,784.00",Bulgaria,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.835,00 €",Bulgaria,University of California - Davis receives
Debit/Credit Card in XOF,"5,938,500.00 CFA",Burkina Faso,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Burkina Faso,University of California - Davis receives
Debit/Credit Card in BIF,"18,600,000.00 FBu",Burundi,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Burundi,University of California - Davis receives
Debit/Credit Card in KHR,"42,976,000.00 ?",Cambodia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Cambodia,University of California - Davis receives
Debit/Credit Card in XAF,"5,938,100.00 Fr",Cameroon,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Cameroon,University of California - Davis receives
Bank Transfer in Canadian Dollars,"$13,646.00",Canada,University of California - Davis receives
Online Bill Pay,"$13,646.00",Canada,University of California - Davis receives
MasterCard: Debit/Credit in CAD,"$13,946.00",Canada,University of California - Davis receives
VISA: Debit/Credit in CAD,"$13,946.00",Canada,University of California - Davis receives
American Express in CAD,"$13,946.00",Canada,University of California - Davis receives
PayPal in CAD,"$13,859.00",Canada,University of California - Davis receives
,,Canada,University of California - Davis receives
Debit/Credit Card in CVE,"998,220.00 $",Cape Verde,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Cape Verde,University of California - Davis receives
Debit/Credit Card in KYD,"CI$8,641.00",Cayman Islands,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Cayman Islands,University of California - Davis receives
Debit/Credit Card in XAF,"5,938,600.00 Fr",Central African Republic,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Central African Republic,University of California - Davis receives
Debit/Credit Card in XAF,"5,938,600.00 Fr",Chad,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Chad,University of California - Davis receives
MasterCard: Debit/Credit in GBP,"£7,860.00",British Indian Ocean Territory,University of California - Davis receives
VISA: Debit/Credit in GBP,"£7,860.00",British Indian Ocean Territory,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",British Indian Ocean Territory,University of California - Davis receives
Debit/Credit Card in CLP,$6.755.000,Chile,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Chile,University of California - Davis receives
?????????? Domestic RMB Transfer ????????????,"CNY67,126.00",China,University of California - Davis receives
??? - (Alipay.com),"CNY67,126.00",China,University of California - Davis receives
??? – (UnionPay),"CNY67,126.00",China,University of California - Davis receives
???? eBanking ????????????,"CNY67,462.00",China,University of California - Davis receives
MasterCard in RMB,"CNY69,668.00",China,University of California - Davis receives
VISA in RMB,"CNY69,668.00",China,University of California - Davis receives
,,China,University of California - Davis receives
MasterCard: Debit/Credit in AUD,"A$14,200.00",Christmas Island,University of California - Davis receives
VISA: Debit/Credit in AUD,"A$14,200.00",Christmas Island,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Christmas Island,University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,950.00",Christmas Island,University of California - Davis receives
MasterCard: Debit/Credit in AUD,"A$14,210.00",Cocos (Keeling) Islands,University of California - Davis receives
VISA: Debit/Credit in AUD,"A$14,210.00",Cocos (Keeling) Islands,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Cocos (Keeling) Islands,University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,949.00",Cocos (Keeling) Islands,University of California - Davis receives
Debit/Credit Card in COP,"COL$30.883.000,00",Colombia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Colombia,University of California - Davis receives
Debit/Credit Card in KMF,"4,453,300.00 CF",Comoros,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Comoros,University of California - Davis receives
International Bank Transfer in South African Rand (ZAR),"R140,575.00",Comoros,University of California - Davis receives
Debit/Credit Card in XAF,"5,937,800.00 Fr",Congo,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Congo,University of California - Davis receives
International Bank Transfer in South African Rand (ZAR),"R140,574.00",Congo,University of California - Davis receives
VISA: Debit/Credit in XAF,"5,937,800.00 Fr",Congo,University of California - Davis receives
MasterCard: Debit/Credit in XAF,"5,937,800.00 Fr",Congo,University of California - Davis receives
Debit/Credit Card in CDF,"16,987,000.00 FC","Congo, the Democratic Republic of the",University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00","Congo, the Democratic Republic of the",University of California - Davis receives
International Bank Transfer in South African Rand (ZAR),"R140,534.00","Congo, the Democratic Republic of the",University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,948.00",Cook Islands,University of California - Davis receives
MasterCard: Debit/Credit in NZD,"$15,367.00",Cook Islands,University of California - Davis receives
VISA: Debit/Credit in NZD,"$15,367.00",Cook Islands,University of California - Davis receives
,,Cook Islands,University of California - Davis receives
Debit/Credit Card in CRC,"?5.966.500,00",Costa Rica,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Costa Rica,University of California - Davis receives
VISA: Debit/Credit in XOF,"5,938,500.00 CFA",Côte d'Ivoire,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Côte d'Ivoire,University of California - Davis receives
Bank Transfer in Croatian Kuna (HRK),"kn65.522,00",Croatia,University of California - Davis receives
Debit/Credit Card in HRK,"kn66.799,00",Croatia,University of California - Davis receives
Online Bank Transfer,"kn65.522,00",Croatia,University of California - Davis receives
,,Croatia,University of California - Davis receives
,,Croatia,University of California - Davis receives
,,Croatia,University of California - Davis receives
,,Croatia,University of California - Davis receives
Debit/Credit Card in ANG,"18,883.00 NAƒ",Curaçao,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Curaçao,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.835,00 €",Cyprus,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.920,00 €",Cyprus,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.920,00 €",Cyprus,University of California - Davis receives
American Express in EUR,"8.920,00 €",Cyprus,University of California - Davis receives
PayPal in EUR,"9.006,00 €",Cyprus,University of California - Davis receives
Online Bank Transfer,"8.835,00 €",Cyprus,University of California - Davis receives
,,Cyprus,University of California - Davis receives
Debit/Credit Card in CZK,"K?234.161,00",Czech Republic,University of California - Davis receives
Bank Transfer from a Czech Koruna (CZK) Account,"K?229.092,00",Czech Republic,University of California - Davis receives
Online Bank Transfer,"K?229.092,00",Czech Republic,University of California - Davis receives
,,Czech Republic,University of California - Davis receives
,,Czech Republic,University of California - Davis receives
,,Czech Republic,University of California - Davis receives
,,Czech Republic,University of California - Davis receives
Domestic Bank Transfer in Danish Krone (DKK),"65.820,00 kr",Denmark,University of California - Davis receives
VISA: Debit/Credit in DKK,"66.456,00 kr",Denmark,University of California - Davis receives
MasterCard: Debit/Credit in DKK,"66.456,00 kr",Denmark,University of California - Davis receives
Online Bank Transfer,"65.820,00 kr",Denmark,University of California - Davis receives
,,Denmark,University of California - Davis receives
,,Denmark,University of California - Davis receives
Debit/Credit Card in DJF,"1,876,000.00 Fdj",Djibouti,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Djibouti,University of California - Davis receives
Debit/Credit Card in XCD,"$28,500.00",Dominica,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Dominica,University of California - Davis receives
Debit/Credit Card in DOP,"$523,700.00",Dominican Republic,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Dominican Republic,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Ecuador,University of California - Davis receives
,,Ecuador,University of California - Davis receives
Debit/Credit Card in EGP,"?.?188,453.00",Egypt,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Egypt,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.834,00 €",Egypt,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",El Salvador,University of California - Davis receives
,,El Salvador,University of California - Davis receives
Debit/Credit Card in XAF,"5,938,400.00 Fr",Equatorial Guinea,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Equatorial Guinea,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.834,00 €",Equatorial Guinea,University of California - Davis receives
Debit/Credit Card in ERN,"158,070.00 Nfk",Eritrea,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Eritrea,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.835,00 €",Estonia,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.920,00 €",Estonia,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.920,00 €",Estonia,University of California - Davis receives
American Express in EUR,"8.920,00 €",Estonia,University of California - Davis receives
PayPal in EUR,"9.006,00 €",Estonia,University of California - Davis receives
Online Bank Transfer,"8.835,00 €",Estonia,University of California - Davis receives
,,Estonia,University of California - Davis receives
Debit/Credit Card in ETB,"287,911.00 Br",Ethiopia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Ethiopia,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.834,00 €",Ethiopia,University of California - Davis receives
American Express in GBP,"£7,857.00",Falkland Islands (Malvinas),University of California - Davis receives
VISA: Debit/Credit in GBP,"£7,857.00",Falkland Islands (Malvinas),University of California - Davis receives
MasterCard: Debit/Credit in GBP,"£7,857.00",Falkland Islands (Malvinas),University of California - Davis receives
Debit/Credit Card in FKP,"7,974.00 £",Falkland Islands (Malvinas),University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Falkland Islands (Malvinas),University of California - Davis receives
MasterCard: Debit/Credit in DKK,"66.458,00 kr",Faroe Islands,University of California - Davis receives
VISA: Debit/Credit in DKK,"66.458,00 kr",Faroe Islands,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Faroe Islands,University of California - Davis receives
Debit/Credit Card in FJD,"22,024.00 $",Fiji,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Fiji,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.836,00 €",Finland,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.922,00 €",Finland,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.922,00 €",Finland,University of California - Davis receives
American Express in EUR,"8.922,00 €",Finland,University of California - Davis receives
PayPal in EUR,"9.008,00 €",Finland,University of California - Davis receives
Online Bank Transfer,"8.836,00 €",Finland,University of California - Davis receives
,,Finland,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.835,00 €",France,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.921,00 €",France,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.921,00 €",France,University of California - Davis receives
American Express in EUR,"8.921,00 €",France,University of California - Davis receives
PayPal in EUR,"9.007,00 €",France,University of California - Davis receives
,,France,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.835,00 €",French Guiana,University of California - Davis receives
,,French Guiana,University of California - Davis receives
Debit/Credit Card in XPF,"1,080,163.00 Fr",French Polynesia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",French Polynesia,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.834,00 €",French Polynesia,University of California - Davis receives
International Bank Transfer in New Zealand Dollar (NZD),"$14,948.00",French Polynesia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",French Southern Territories,University of California - Davis receives
Debit/Credit Card in XAF,"5,937,600.00 Fr",Gabon,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Gabon,University of California - Davis receives
Debit/Credit Card in GMD,"497,280.00 D",Gambia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Gambia,University of California - Davis receives
Debit/Credit Card in GEL,"25,900.00 ?",Georgia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Georgia,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.833,00 €",Georgia,University of California - Davis receives
Online Bank Transfer,"8.833,00 €",Germany,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.833,00 €",Germany,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.918,00 €",Germany,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.918,00 €",Germany,University of California - Davis receives
American Express in EUR,"8.918,00 €",Germany,University of California - Davis receives
PayPal in EUR,"9.004,00 €",Germany,University of California - Davis receives
,,Germany,University of California - Davis receives
Debit/Credit Card in GHS,"GH?50,344.00",Ghana,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Ghana,University of California - Davis receives
American Express in GBP,"£7,854.00",Gibraltar,University of California - Davis receives
VISA: Debit/Credit in GBP,"£7,854.00",Gibraltar,University of California - Davis receives
MasterCard: Debit/Credit in GBP,"£7,854.00",Gibraltar,University of California - Davis receives
Debit/Credit Card in GIP,"£7,972.00",Gibraltar,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.834,00 €",Gibraltar,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Gibraltar,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.834,00 €",Greece,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.920,00 €",Greece,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.920,00 €",Greece,University of California - Davis receives
American Express in EUR,"8.920,00 €",Greece,University of California - Davis receives
PayPal in EUR,"9.006,00 €",Greece,University of California - Davis receives
,,Greece,University of California - Davis receives
MasterCard: Debit/Credit in DKK,"66.448,00 kr",Greenland,University of California - Davis receives
VISA: Debit/Credit in DKK,"66.448,00 kr",Greenland,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Greenland,University of California - Davis receives
Debit/Credit Card in XCD,"$28,500.00",Grenada,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Grenada,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.835,00 €",Guadeloupe,University of California - Davis receives
,,Guadeloupe,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Guam,University of California - Davis receives
Debit/Credit Card in GTQ,"GTQ78,794.00",Guatemala,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Guatemala,University of California - Davis receives
American Express in GBP,"£7,855.00",Guernsey,University of California - Davis receives
VISA: Debit/Credit in GBP,"£7,855.00",Guernsey,University of California - Davis receives
MasterCard: Debit/Credit in GBP,"£7,855.00",Guernsey,University of California - Davis receives
International Bank Transfer in British Pounds (GBP),"£7,780.00",Guernsey,University of California - Davis receives
,,Guernsey,University of California - Davis receives
Debit/Credit Card in GNF,"95,119,000.00 FG",Guinea,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Guinea,University of California - Davis receives
Debit/Credit Card in XOF,"5,937,400.00 CFA",Guinea-Bissau,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Guinea-Bissau,University of California - Davis receives
Debit/Credit Card in GYD,"2,204,030.00 G$",Guyana,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Guyana,University of California - Davis receives
Debit/Credit Card in HTG,"700,500.00 G",Haiti,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Haiti,University of California - Davis receives
MasterCard: Debit/Credit in AUD,"A$14,200.00",Heard Island and McDonald Islands,University of California - Davis receives
VISA: Debit/Credit in AUD,"A$14,200.00",Heard Island and McDonald Islands,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Heard Island and McDonald Islands,University of California - Davis receives
Debit/Credit Card in HNL,"L252,600.00",Honduras,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Honduras,University of California - Davis receives
Domestic Bank Transfer in Hong Kong Dollars (HKD),"HK$79,620.00",Hong Kong,University of California - Davis receives
VISA: Debit/Credit in HKD,"HK$81,920.00",Hong Kong,University of California - Davis receives
MasterCard: Debit/Credit in HKD,"HK$81,920.00",Hong Kong,University of California - Davis receives
American Express in HKD,"HK$81,920.00",Hong Kong,University of California - Davis receives
,,Hong Kong,University of California - Davis receives
Debit/Credit Card in HUF,"2.957.688,00 Ft",Hungary,University of California - Davis receives
Bank Transfer from a Hungarian Forint (HUF) Account,"2.901.132,00 Ft",Hungary,University of California - Davis receives
Online Bank Transfer,"2.901.132,00 Ft",Hungary,University of California - Davis receives
,,Hungary,University of California - Davis receives
,,Hungary,University of California - Davis receives
,,Hungary,University of California - Davis receives
,,Hungary,University of California - Davis receives
,,Hungary,University of California - Davis receives
,,Hungary,University of California - Davis receives
Debit/Credit Card in ISK,"kr1.130.100,00",Iceland,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Iceland,University of California - Davis receives
Domestic Bank Transfer in Indian Rupees,"?698,077.00",India,University of California - Davis receives
VISA: Debit/Credit in INR,"?722,646.00",India,University of California - Davis receives
MasterCard: Debit/Credit in INR,"?722,646.00",India,University of California - Davis receives
,,India,University of California - Davis receives
Debit/Credit Card in IDR,"Rp149.620.000,00",Indonesia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Indonesia,University of California - Davis receives
International Bank Transfer in Euros (EUR),"8.838,00 €",Indonesia,University of California - Davis receives
International Bank Transfer in British Pounds (GBP),"£7,781.00",Indonesia,University of California - Davis receives
International Bank Transfer in US Dollars (USD),"$10,000.00",Iraq,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.838,00 €",Ireland,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.923,00 €",Ireland,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.923,00 €",Ireland,University of California - Davis receives
American Express in EUR,"8.923,00 €",Ireland,University of California - Davis receives
PayPal in EUR,"9.009,00 €",Ireland,University of California - Davis receives
Online Bank Transfer,"8.838,00 €",Ireland,University of California - Davis receives
,,Ireland,University of California - Davis receives
American Express in GBP,"£7,855.00",Isle of Man,University of California - Davis receives
VISA: Debit/Credit in GBP,"£7,855.00",Isle of Man,University of California - Davis receives
MasterCard: Debit/Credit in GBP,"£7,855.00",Isle of Man,University of California - Davis receives
International Bank Transfer in British Pounds (GBP),"£7,780.00",Isle of Man,University of California - Davis receives
,,Isle of Man,University of California - Davis receives
Bank Transfer in Israeli Shekels (ILS),"?37,449.00",Israel,University of California - Davis receives
Debit/Credit Card in ILS,"?38,436.00",Israel,University of California - Davis receives
,,Israel,University of California - Davis receives
,,Israel,University of California - Davis receives
,,Israel,University of California - Davis receives
Domestic Bank Transfer in Euros (EUR),"8.837,00 €",Italy,University of California - Davis receives
VISA: Debit/Credit in EUR,"8.923,00 €",Italy,University of California - Davis receives
MasterCard: Debit/Credit in EUR,"8.923,00 €",Italy,University of California - Davis receives
American Express in EUR,"8.923,00 €",Italy,University of California - Davis receives
PayPal in EUR,"9.009,00 €",Italy,University of California - Davis receives
Online Bank Transfer,"8.837,00 €",Italy,University of California - Davis receives
,,Italy,University of California - Davis receives
Debit/Credit Card in JMD,"J$1,378,300.00",Jamaica,University of California - Davis receives
